Apellidos, Nombre;Fecha Inicio abono;Fecha Fin abono;Retribuciones;Cargo Público;Cód. Centro Orgánico;Centro Orgánico;Código Organo;Órgano;Código Dpto;Departamento;Fecha Inicio Relación;Fecha Fin Relación;Fecha Actualización
DIEGO CASALS, JUAN LUIS;16/09/2015;31/12/2015;20.868,18 €;ASESOR/A DE INDUSTRIAS CULTURALES Y CREATIVAS;006000000;CONSEJERÍA;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;16/09/2015;;22/06/2016
DIEGO CASALS, JUAN LUIS;01/01/2016;27/11/2016;62.081,88 €;ASESOR/A DE INDUSTRIAS CULTURALES Y CREATIVAS;006000000;CONSEJERÍA;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;16/09/2015;27/11/2016;23/06/2017
DIEGO CASALS, JUAN LUIS;28/11/2016;31/12/2016;10.236,99 €;ASESOR/A DE INDUSTRIAS CULTURALES Y CREATIVAS;007000000;CONSEJERÍA;007;Departamento de Educación;07;07 - EDUCACIÓN;28/11/2016;17/02/2017;23/06/2017
DOBARAN URRUTIA, MIREN;31/12/2016;31/12/2016;0,00 €;VICECONSEJERO/A;010200000;VICECONSEJERÍA DE POLÍTICA LINGÜÍSTICA;010;Departamento de Cultura y Política Lingüística;10;10 - CULTURA Y POLÍTICA LINGÜÍSTICA;31/12/2016;;23/06/2017
DOIZ UNZUE, OLGA;01/01/2014;31/12/2014;61.508,12 €;DIRECTOR/A DE PERSONAL GR.3;060132000;ORGANIZACIÓN SANITARIA INTEGRADA GOIERRI-ALTO UROLA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;17/12/2011;;30/11/2015
DOIZ UNZUE, OLGA;01/01/2015;31/12/2015;62.617,94 €;DIRECTOR/A DE PERSONAL GR.3;060132000;ORGANIZACIÓN SANITARIA INTEGRADA GOIERRI-ALTO UROLA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;17/12/2011;;22/06/2016
DOIZ UNZUE, OLGA;01/01/2016;31/12/2016;62.741,72 €;DIRECTOR/A DE PERSONAL GR.3;060132000;ORGANIZACIÓN SANITARIA INTEGRADA GOIERRI-ALTO UROLA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;17/12/2011;;23/06/2017
DOMINGO RICO, CRISTINA;31/01/2014;31/12/2014;63.517,19 €;DIRECTOR/A MÉDICO ATENCIÓN PRIMARIA;060129000;COMARCA EZKERRALDEA-ENKARTERRI;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;31/01/2014;31/12/2014;30/11/2015
DOMINGUEZ-MACAYA LAURNAGA, JAIME JOSE;01/01/2014;31/12/2014;72.731,24 €;DIRECTOR/A;005210000;DIRECCIÓN DE INFORMÁTICA Y TELECOMUNICACIONES;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;03/01/2013;03/07/2015;30/11/2015
DOMINGUEZ-MACAYA LAURNAGA, JAIME JOSE;01/01/2015;03/07/2015;37.754,97 €;DIRECTOR/A;005210000;DIRECCIÓN DE INFORMÁTICA Y TELECOMUNICACIONES;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;03/01/2013;03/07/2015;22/06/2016
DORRONSORO IRAETA, MIREN;01/01/2014;31/12/2014;73.295,66 €;DIRECTOR/A;008110000;DIRECCIÓN DE SALUD PÚBLICA Y ADICCIONES;008;Departamento de Salud;08;08 - SALUD;19/04/2013;;30/11/2015
DORRONSORO IRAETA, MIREN;01/01/2015;31/12/2015;74.493,03 €;DIRECTOR/A;008110000;DIRECCIÓN DE SALUD PÚBLICA Y ADICCIONES;008;Departamento de Salud;08;08 - SALUD;19/04/2013;;22/06/2016
DORRONSORO IRAETA, MIREN;01/01/2016;31/12/2016;75.644,57 €;DIRECTOR/A;008110000;DIRECCIÓN DE SALUD PÚBLICA Y ADICCIONES;008;Departamento de Salud;08;08 - SALUD;19/04/2013;;23/06/2017
ECHANOVE LANDAJUELA, ELIXABETE;01/01/2014;31/12/2014;68.780,30 €;DIRECTOR/A;002120000;DIRECCIÓN DE RELACIONES CON LAS ADMINISTRACIONES LOCALES Y REGISTROS ADMINISTRATIVOS;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;19/04/2013;;30/11/2015
ECHANOVE LANDAJUELA, ELIXABETE;01/01/2015;31/12/2015;68.891,89 €;DIRECTOR/A;002120000;DIRECCIÓN DE RELACIONES CON LAS ADMINISTRACIONES LOCALES Y REGISTROS ADMINISTRATIVOS;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;19/04/2013;;22/06/2016
ECHANOVE LANDAJUELA, ELIXABETE;01/01/2016;31/12/2016;70.038,38 €;DIRECTOR/A;002120000;DIRECCIÓN DE RELACIONES CON LAS ADMINISTRACIONES LOCALES Y REGISTROS ADMINISTRATIVOS;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;19/04/2013;;23/06/2017
ECHAVE ARANZABAL, ION GURUTZ;01/01/2014;31/12/2014;72.796,54 €;VOCAL COMISIÓN JURÍDICA ASESORA DE EUSKADI;049000000;COMISIÓN JURÍDICA ASESORA DE EUSKADI;049;COJUAE, Comisión Jurídica Asesora de Euskadi;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;30/11/2012;;30/11/2015
ECHAVE ARANZABAL, ION GURUTZ;01/01/2015;31/12/2015;73.292,00 €;VOCAL COMISIÓN JURÍDICA ASESORA DE EUSKADI;049000000;COMISIÓN JURÍDICA ASESORA DE EUSKADI;049;COJUAE, Comisión Jurídica Asesora de Euskadi;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;30/11/2012;;22/06/2016
ECHEVERRIA MUGURUZA, MARIA ARANZAZU;13/06/2014;31/12/2014;30.538,72 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060132000;ORGANIZACIÓN SANITARIA INTEGRADA GOIERRI-ALTO UROLA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;13/06/2014;;30/11/2015
ECHEVERRIA MUGURUZA, MARIA ARANZAZU;01/01/2015;31/12/2015;56.191,06 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060132000;ORGANIZACIÓN SANITARIA INTEGRADA GOIERRI-ALTO UROLA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;13/06/2014;;22/06/2016
ECHEVERRIA MUGURUZA, MARIA ARANZAZU;01/01/2016;31/12/2016;56.082,88 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060132000;ORGANIZACIÓN SANITARIA INTEGRADA GOIERRI-ALTO UROLA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;13/06/2014;;23/06/2017
EGAÑA MANTEROLA, EDURNE;01/01/2014;31/12/2014;68.539,38 €;DIRECTOR/A DE LA SOCIEDAD;169010000;Euskadiko Kirol Portua, S.A.;169;Euskadiko Kirol Portua, S.A.;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;30/01/2013;;30/11/2015
EGAÑA MANTEROLA, EDURNE;01/01/2015;31/12/2015;70.312,49 €;DIRECTOR/A DE LA SOCIEDAD;169010000;DIRECCIÓN;169;EKP, Euskadiko Kirol Portua, S.A.;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;30/01/2013;;22/06/2016
EGAÑA MANTEROLA, EDURNE;01/01/2016;31/12/2016;69.688,70 €;DIRECTOR/A DE LA SOCIEDAD;169010000;DIRECCIÓN;169;EKP, Euskadiko Kirol Portua, S.A.;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;30/01/2013;;23/06/2017
ELEXPURU MARCAIDA, JOSE LUIS;06/05/2014;31/12/2014;72.351,66 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.2;060123000;ORGANIZACIÓN SANITARIA INTEGRADA BARRUALDE-GALDAKAO;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;06/05/2014;18/06/2015;30/11/2015
ELEXPURU MARCAIDA, JOSE LUIS;01/01/2015;18/06/2015;34.432,89 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.2;060123000;ORGANIZACIÓN SANITARIA INTEGRADA BARRUALDE-GALDAKAO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;06/05/2014;18/06/2015;22/06/2016
ELEXPURU MARCAIDA, JOSÉ LUIS;19/06/2015;31/12/2015;38.425,65 €;DIRECTOR/A;008120000;DIRECCIÓN DE ASEGURAMIENTO Y CONTRATACIÓN SANITARIA;008;Departamento de Salud;08;08 - SALUD;19/06/2015;;22/06/2016
ELEXPURU MARCAIDA, JOSÉ LUIS;01/01/2016;31/12/2016;72.888,98 €;DIRECTOR/A;008120000;DIRECCIÓN DE ASEGURAMIENTO Y CONTRATACIÓN SANITARIA;008;Departamento de Salud;08;08 - SALUD;19/06/2015;21/04/2017;23/06/2017
ELGUEZABAL CANDINA, JESÚS;01/01/2014;31/12/2014;77.554,00 €;DIRECTOR/A GERENTE;066010000;Dirección General de EITB;066;Euskal Irrati Telebista Radio Televisión Vasca (EITB);06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;11/03/2013;;30/11/2015
ELGUEZABAL CANDINA, JESÚS;01/01/2015;31/12/2015;77.554,00 €;DIRECTOR/A GERENTE;066010000;DIRECCIÓN GENERAL / GERENCIA;066;EITB, Euskal Irrati Telebista Radio Televisión Vasca;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;11/03/2013;;22/06/2016
ELGUEZABAL CANDINA, JESÚS;01/01/2016;31/12/2016;78.333,00 €;DIRECTOR/A GERENTE;066010000;DIRECCIÓN GENERAL / GERENCIA;066;EITB, Euskal Irrati Telebista Radio Televisión Vasca;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;11/03/2013;;23/06/2017
ELKOROIRIBE ZENIKAONANDIA, MIREIA;01/01/2014;31/12/2014;67.087,04 €;ASESOR/A RELACIONES EXTERNAS;006000000;CONSEJERÍA;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;19/04/2013;;30/11/2015
ELKOROIRIBE ZENIKAONANDIA, MIREIA;01/01/2015;31/12/2015;67.087,02 €;ASESOR/A RELACIONES EXTERNAS;006000000;CONSEJERÍA;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;19/04/2013;;22/06/2016
ELKOROIRIBE ZENIKAONANDIA, MIREIA;01/01/2016;27/11/2016;61.539,75 €;ASESOR/A RELACIONES EXTERNAS;006000000;CONSEJERÍA;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;19/04/2013;27/11/2016;23/06/2017
ELKOROIRIBE ZENIKAONANDIA, MIREIA;26/12/2016;31/12/2016;0,00 €;ASESOR/A RELACIONES INSTITUCIONALES;008000000;CONSEJERÍA;008;Departamento de Salud;08;08 - SALUD;26/12/2016;21/04/2017;23/06/2017
ELOLA IRULEGUI, ESTEBAN;28/11/2016;31/12/2016;8.674,28 €;ASESOR/A DE COORDINACIÓN;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;28/11/2016;;23/06/2017
ELORRIAGA AXPE, ANTONIO EDUARDO;01/01/2014;01/05/2014;8.406,73 €;DIRECTOR/A DE ENFERMERÍA ATENCIÓN PRIMARIA;060128000;ORGANIZACIÓN SANITARIA INTEGRADA URIBE;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;13/03/2009;01/05/2014;30/11/2015
ELORZA ZUBIRIA, Mª ANGELES;01/01/2014;31/12/2014;82.060,35 €;SECRETARIO/A GENERAL (NIVEL VICECONSEJERO);001200000;SECRETARÍA GENERAL DE ACCION EXTERIOR;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/12/2012;;30/11/2015
ELORZA ZUBIRIA, Mª ANGELES;01/01/2015;31/12/2015;83.102,48 €;SECRETARIO/A GENERAL (NIVEL VICECONSEJERO);001200000;SECRETARÍA GENERAL DE ACCION EXTERIOR;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/12/2012;;22/06/2016
ELORZA ZUBIRIA, Mª ANGELES;01/01/2016;31/12/2016;84.217,48 €;SECRETARIO/A GENERAL (NIVEL VICECONSEJERO);001200000;SECRETARÍA GENERAL DE ACCION EXTERIOR;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/12/2012;;23/06/2017
EMBID ZUBIRIA, ZURIÑE;01/01/2014;31/12/2014;72.842,85 €;DIRECTOR/A;005420000;DIRECCIÓN DE POLÍTICA FINANCIERA Y RECURSOS INSTITUCIONALES;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;19/04/2013;;30/11/2015
EMBID ZUBIRIA, ZURIÑE;01/01/2015;31/12/2015;74.033,01 €;DIRECTOR/A;005420000;DIRECCIÓN DE POLÍTICA FINANCIERA Y RECURSOS INSTITUCIONALES;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;19/04/2013;;22/06/2016
EMBID ZUBIRIA, ZURIÑE;01/01/2016;31/12/2016;75.243,97 €;DIRECTOR/A;005420000;DIRECCIÓN DE POLÍTICA FINANCIERA Y RECURSOS INSTITUCIONALES;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;19/04/2013;;23/06/2017
ENCINAR MARTIN, FERNANDO;01/01/2014;31/12/2014;73.630,46 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.1;060111000;HOSPITAL UNIVERSITARIO ARABA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;15/06/2011;;30/11/2015
ENCINAR MARTIN, FERNANDO;01/01/2015;31/12/2015;75.066,53 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.1;060111000;ORGANIZACIÓN SANITARIA INTEGRADA ARABA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;15/06/2011;31/12/2015;22/06/2016
ENCINAR MARTIN, FERNANDO;01/01/2016;31/12/2016;75.036,78 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.1;060111000;ORGANIZACIÓN SANITARIA INTEGRADA ARABA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2016;;23/06/2017
EPALZA SOLANO, TOMAS JOSE;01/01/2014;31/12/2014;84.882,45 €;ASESOR/A DE COORDINACIÓN;009000000;CONSEJERÍA;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;19/04/2013;;30/11/2015
EPALZA SOLANO, TOMAS JOSE;01/01/2015;31/12/2015;84.882,46 €;ASESOR/A DE COORDINACIÓN;009000000;CONSEJERÍA;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;19/04/2013;;22/06/2016
EPALZA SOLANO, TOMAS JOSE;01/01/2016;27/11/2016;77.924,98 €;ASESOR/A DE COORDINACIÓN;009000000;CONSEJERÍA;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;19/04/2013;27/11/2016;23/06/2017
EPALZA URQUIAGA, ITZIAR;01/01/2014;31/12/2014;78.673,83 €;VICECONSEJERO/A;003300000;VICECONSEJERÍA DE COMERCIO Y  TURISMO;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;28/12/2012;;30/11/2015
EPALZA URQUIAGA, ITZIAR;01/01/2015;31/12/2015;78.704,36 €;VICECONSEJERO/A;003300000;VICECONSEJERÍA DE COMERCIO Y  TURISMO;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;28/12/2012;;22/06/2016
EPALZA URQUIAGA, ITZIAR;01/01/2016;01/12/2016;73.075,89 €;VICECONSEJERO/A;003300000;VICECONSEJERÍA DE COMERCIO Y  TURISMO;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;28/12/2012;01/12/2016;23/06/2017
EPALZA URQUIAGA, ITZIAR;02/12/2016;14/12/2016;2.371,56 €;ASESOR/A EN ASUNTOS Y PROGRAMAS EUROPEOS;003000000;CONSEJERÍA;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;02/12/2016;14/12/2016;23/06/2017
EPELDE MURGUIA, ALICIA;01/09/2014;31/12/2014;23.661,29 €;ASESOR/A IMPLANTACIÓN PROCESOS GESTIÓN DE CALIDAD;007000000;CONSEJERÍA;007;Departamento de Seguridad;07;07 - SEGURIDAD;01/09/2014;;30/11/2015
EPELDE MURGUIA, ALICIA;01/01/2015;31/12/2015;71.517,08 €;ASESOR/A IMPLANTACIÓN PROCESOS GESTIÓN DE CALIDAD;007000000;CONSEJERÍA;007;Departamento de Seguridad;07;07 - SEGURIDAD;01/09/2014;;22/06/2016
ERCORECA GERVASIO, JOSU IÑAKI;01/01/2014;31/12/2014;92.292,05 €;CONSEJERO/A DEL DEPARTAMENTO;002000000;CONSEJERÍA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;17/12/2012;;30/11/2015
ERCORECA GERVASIO, JOSU IÑAKI;01/01/2015;31/12/2015;92.750,16 €;CONSEJERO/A DEL DEPARTAMENTO;002000000;CONSEJERÍA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;17/12/2012;;22/06/2016
ERCORECA GERVASIO, JOSU IÑAKI;01/01/2016;27/11/2016;80.453,11 €;CONSEJERO/A DEL DEPARTAMENTO;002000000;CONSEJERÍA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;17/12/2012;27/11/2016;23/06/2017
ERCORECA GERVASIO, JOSU IÑAKI;28/11/2016;31/12/2016;13.239,36 €;CONSEJERO/A DEL DEPARTAMENTO;002000000;CONSEJERÍA;002;Departamento de Gobernanza Pública y Autogobierno;02;02 - GOBERNANZA PÚBLICA Y AUTOGOBIERNO;28/11/2016;;23/06/2017
EREZCANO BUSTINZA, MIREN EDURNE;17/02/2014;31/12/2014;67.073,65 €;DIRECTOR/A;001020000;DIRECCIÓN DE SECRETARÍA Y RELACIONES INSTITUCIONALES;001;Lehendakaritza;01;01 - LEHENDAKARITZA;17/02/2014;;30/11/2015
EREZCANO BUSTINZA, MIREN EDURNE;01/01/2015;31/12/2015;67.168,56 €;DIRECTOR/A;001020000;DIRECCIÓN DE SECRETARÍA Y RELACIONES INSTITUCIONALES;001;Lehendakaritza;01;01 - LEHENDAKARITZA;17/02/2014;;22/06/2016
EREZCANO BUSTINZA, MIREN EDURNE;01/01/2016;31/12/2016;67.846,89 €;DIRECTOR/A;001020000;DIRECCIÓN DE SECRETARÍA Y RELACIONES INSTITUCIONALES;001;Lehendakaritza;01;01 - LEHENDAKARITZA;17/02/2014;;23/06/2017
ERKIZIA ITOITZ, JOSEBA;01/01/2014;31/12/2014;71.826,56 €;DIRECTOR/A GENERAL (NIVEL DIRECTOR);044010000;DIRECCIÓN GENERAL;044;HABE, Instituto de Alfabetización y Reeuskaldunización de Adultos;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;10/01/2013;;30/11/2015
ERKIZIA ITOITZ, JOSEBA;01/01/2015;31/12/2015;72.234,36 €;DIRECTOR/A GENERAL (NIVEL DIRECTOR);044010000;DIRECCIÓN GENERAL;044;HABE, Instituto de Alfabetización y Reeuskaldunización de Adultos;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;10/01/2013;;22/06/2016
ERKIZIA ITOITZ, JOSEBA;01/01/2016;31/12/2016;72.957,16 €;DIRECTOR/A GENERAL (NIVEL DIRECTOR);044010000;DIRECCIÓN GENERAL;044;HABE, Instituto de Alfabetización y Reeuskaldunización de Adultos;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;10/01/2013;13/01/2017;23/06/2017
ESCUBI JUARISTI, LUIS M.;04/03/2014;31/12/2014;72.881,85 €;VOCAL COMISIÓN JURÍDICA ASESORA DE EUSKADI;049000000;COMISIÓN JURÍDICA ASESORA DE EUSKADI;049;COJUAE, Comisión Jurídica Asesora de Euskadi;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;04/03/2014;;30/11/2015
ESCUBI JUARISTI, LUIS M.;01/01/2015;31/12/2015;74.527,38 €;VOCAL COMISIÓN JURÍDICA ASESORA DE EUSKADI;049000000;COMISIÓN JURÍDICA ASESORA DE EUSKADI;049;COJUAE, Comisión Jurídica Asesora de Euskadi;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;04/03/2014;;22/06/2016
ESNAL ALBIZU, ASIER;01/07/2014;31/12/2014;31.416,76 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.3;060134000;ORGANIZACIÓN SANITARIA INTEGRADA BAJO DEBA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;01/07/2014;;30/11/2015
ESNAL ALBIZU, ASIER;01/01/2015;31/12/2015;62.833,52 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.3;060134000;ORGANIZACIÓN SANITARIA INTEGRADA DEBABARRENA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/07/2014;;22/06/2016
ESNAL ALBIZU, ASIER;01/01/2016;31/12/2016;63.462,56 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.3;060134000;ORGANIZACIÓN SANITARIA INTEGRADA DEBABARRENA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/07/2014;;23/06/2017
ESPARZA LIBERAL, Mª CARMEN;01/01/2014;31/12/2014;53.562,02 €;DIRECTOR/A DE ENFERMERÍA GR.4;060125000;HOSPITAL SANTA MARINA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;15/02/2011;;30/11/2015
ESPARZA LIBERAL, Mª CARMEN;01/01/2015;31/12/2015;54.517,95 €;DIRECTOR/A DE ENFERMERÍA GR.4;060125000;HOSPITAL SANTA MARINA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;15/02/2011;;22/06/2016
ESPARZA LIBERAL, Mª CARMEN;01/01/2016;31/12/2016;54.660,06 €;DIRECTOR/A DE ENFERMERÍA GR.4;060125000;HOSPITAL SANTA MARINA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;15/02/2011;;23/06/2017
ESQUISABEL ALEGRIA, AMAIA;08/04/2015;31/12/2015;48.136,25 €;DIRECTOR/A;006420000;DIRECCIÓN DE POLÍTICA CIENTÍFICA;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;08/04/2015;;22/06/2016
ESQUISABEL ALEGRIA, AMAIA;01/01/2016;31/12/2016;68.646,72 €;DIRECTOR/A;006420000;DIRECCIÓN DE POLÍTICA CIENTÍFICA;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;08/04/2015;21/04/2017;23/06/2017
ESTEFANIA BILBAO, M. CARMEN;01/01/2014;31/12/2014;59.921,62 €;DIRECTOR/A DE PERSONAL ATENCIÓN PRIMARIA;060129000;COMARCA EZKERRALDEA-ENKARTERRI;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;11/11/1996;31/12/2014;30/11/2015
ETXEBARRIA ALTUNA, AMAIA;14/07/2014;31/12/2014;71.366,77 €;DIRECTOR/A DE INTEGRACIÓN ASISTENCIAL GR.2;060123000;ORGANIZACIÓN SANITARIA INTEGRADA BARRUALDE-GALDAKAO;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;14/07/2014;;30/11/2015
ETXEBARRIA ALTUNA, AMAIA;01/01/2015;31/12/2015;78.395,30 €;DIRECTOR/A DE INTEGRACIÓN ASISTENCIAL GR.2;060123000;ORGANIZACIÓN SANITARIA INTEGRADA BARRUALDE-GALDAKAO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;14/07/2014;;22/06/2016
ETXEBARRIA ALTUNA, AMAIA;01/01/2016;31/12/2016;78.688,14 €;DIRECTOR/A DE INTEGRACIÓN ASISTENCIAL GR.2;060123000;ORGANIZACIÓN SANITARIA INTEGRADA BARRUALDE-GALDAKAO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;14/07/2014;;23/06/2017
ETXEBERRIA ARANBURU, ALEX;01/01/2014;31/12/2014;67.365,40 €;GERENTE DE LA SOCIEDAD;160010000;EJIE, S.A.;160;EJIE, S.A.;05;05 - HACIENDA Y FINANZAS;19/11/2013;;30/11/2015
ETXEBERRIA ARANBURU, ALEX;01/01/2015;31/12/2015;67.365,00 €;GERENTE DE LA SOCIEDAD;160010000;DIRECCIÓN GENERAL / GERENCIA;160;EJIE, S.A.;05;05 - HACIENDA Y FINANZAS;19/11/2013;;22/06/2016
ETXEBERRIA ARANBURU, ALEX;01/01/2016;31/12/2016;69.061,29 €;GERENTE DE LA SOCIEDAD;160010000;DIRECCIÓN GENERAL / GERENCIA;160;EJIE, S.A.;05;05 - HACIENDA Y FINANZAS;19/11/2013;;23/06/2017
ETXEBERRIA CRUZ, JON;01/01/2014;31/12/2014;84.638,14 €;DIRECTOR/A GENERAL;060010000;DIRECCIÓN GENERAL;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;04/01/2013;;30/11/2015
ETXEBERRIA CRUZ, JON;01/01/2015;31/12/2015;84.638,14 €;DIRECTOR/A GENERAL;060010000;DIRECCIÓN GENERAL;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;04/01/2013;;22/06/2016
ETXEBERRIA CRUZ, JON;01/01/2016;20/12/2016;83.505,35 €;DIRECTOR/A GENERAL;060010000;DIRECCIÓN GENERAL;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;04/01/2013;20/12/2016;23/06/2017
ETXEGARAI ATELA, JOSU MIRENA;01/01/2014;31/12/2014;59.839,96 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.4;060113000;RED DE SALUD MENTAL DE ARABA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;01/03/2011;;30/11/2015
ETXEGARAI ATELA, JOSU MIRENA;01/01/2015;31/12/2015;60.807,77 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.4;060113000;RED DE SALUD MENTAL DE ARABA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/03/2011;;22/06/2016
ETXEGARAI ATELA, JOSU MIRENA;01/01/2016;31/12/2016;60.542,30 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.4;060113000;RED DE SALUD MENTAL DE ARABA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/03/2011;;23/06/2017
