Registro de contratos del Sector Público de Euskadi del 2017																																																																																			
																																																																																			
Fecha de última actualización	15/02/2017																																																																																		
																																																																																			
																																																																																			
Estado contrato	Título de contrato	Tipo de contrato	Año del contrato	Contrato menor	Ámbito	Tipo de administración	Tipo de administración Local	Poder adjudicador	Entidad impulsora	Órgano contratante	Entidad Tramitadora	Mesa de contratación	Objeto del contrato	Código identificador del contrato	Lugar de ejecución	¿Lugar ejecución principal en la Unión Europea?	NUTS	Países	Código CPV	¿Contratación por lotes?	¿Contratación mixto?	¿Acuerdo marco?	¿Contrato complementario?	¿Publicidad?	Fecha publicación en el BOE	Fecha publicación en el BOPV	Fecha publicación en el boletín de territorio histórico	Fecha publicación en el DOUE	Fecha publicación en el perfil de contratante	Anuncios prensa	Tramitación	Procedimiento de adjudicación	Criterios de valoración	Importe de licitación sin IVA	Importe de licitación con IVA	IVA del importe de licitación	Importe de adjudicación sin IVA	Importe de adjudicación con IVA	IVA del importe de adjudicación	Plazo de ejecución	Plazo de ejecución (meses)	¿Carácter plurianual?	Anualidad	¿Revisión de precios establecidos?	Nº de licitadores presentados	Adjudicatario	Fecha de adjudicación	Fecha de formalización	Observación de la adjudicación/ formalización del contrato en castellano	Observación de la adjudicación/ formalización del contrato en euskera	Fórmulas de revisión de precios	Clasificación exigida	Aportaciones públicas a la construcción	Plazo de concesión (meses)	Modalidad de contratación	Duración	Modalidad importe	Valor modalidad	Tipo de contrato de suministro	Precios unitarios	País de origen de los productos adquiridos	Modalidad de determinación del precio	Indicación del supuesto de aplicación que amparó el uso del procedimiento	Número de invitaciones	¿Indicador de ingreso?	Modalidad que determina el importe del contrato	Modificación del objeto	Modificación del plazo	Modificación del adjudicatario	Concepto castellano	Concepto euskera	Fecha acuerdo	Importe	Resolución contrato	Finalización contrato	Porcentaje	Participantes	Objeto de recurso	Régimen general	Supuestos especiales	Indemnización	Importe	Continuidad del contrato
Ejecución	EGA - contratación azafatas/os exámenes EGA 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Innovación Educativa	Educación	Mesa de Contratación - Educación	EGA - contratación azafatas/os exámenes EGA 2017	EGA 2017 URGAZLEAK579_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:66162000-3,Descripción:Servicios de custodia,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	10.000	12.100	21%(Tipo de IVA general)	10.000	12.100			7	No		No	1	Razón Social:TRADUCTORES E INTÉRPRETES, S.A.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	25/01/2017	25/01/2017																	No																		No
Ejecución	Proyecto reforma área de internado y biblioteca	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Proyecto de reforma área de internado y biblioteca	26/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:71242000-6,Descripción:Elaboración de proyectos y diseños, presupuestos,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	8.800	10.648	21%(Tipo de IVA general)	8.800	10.648			1	No		No	1	Razón Social:INARLAN ARQUITECTURA E INGENIERÍA, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	18/01/2017	18/01/2017																	No																		No
Ejecución	Estrategias de comunicación con personas sordas	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Estrategias de comunicación con personas sordas	119/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:80510000-2,Descripción:Servicios de formación especializada,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	7.050	7.050	Exento	7.050	7.050			3	No		No	1	Razón Social:Federación de Asociaciones de Sordos de Euskal Herria,Nacionalidad:España,Provincia:Bizkaia,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Adquisición mesa de mezclas digital	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Adquisición mesa de mezclas digital	122/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:32331300-5,Descripción:Aparatos de reproducción del sonido,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	2.299	2.782	21%(Tipo de IVA general)	2.299	2.782				No		No	1	Razón Social:NEXUS AUDIOVISUAL, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Adquisición camión de bomberos para docencia	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Adquisición camión de bomberos para docencia	130/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:34133000-8,Descripción:Camiones articulados,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.354,97	21.000	21%(Tipo de IVA general)	17.354,97	21.000				No		No	1	Razón Social:ITURRI, S.A.,Nacionalidad:España,Provincia:Sevilla,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Servicio de seguridad en la red informática judicial	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Dirección de Servicios	Gobernanza Pública y Autogobierno	Mesa de Contratación - Gobernanza Pública y Autogobierno	Servicio de seguridad en la red informática judicial	M-025/2017 DGPA574_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:72212760-4,Descripción:Servicios de desarrollo de software de protección antivirus,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.491,16	21.164	21%(Tipo de IVA general)	17.491,16	21.164			1	No		No	1	Razón Social:PANDA SECURITY S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	01/01/2017	01/01/2017																	No																		No
Ejecución	Suministro para instalaciones técnicas en Txingudi	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Medio Ambiente, Planificación Territorial y Vivienda	Dirección de Servicios	Medio Ambiente, Planificación Territorial y Vivienda	Mesa de Contratación - Medio Ambiente, Planificación Territorial y Vivienda	Suministro para instalaciones técnicas en Txingudi	013P/2017577_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:71315000-9,Descripción:Instalaciones técnicas de edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	2.830	3.424	21%(Tipo de IVA general)	2.830	3.424			1	No		No	1	Razón Social:JOTA 3 ESTUDIS I SERVEIS, S.L.,Nacionalidad:España,Provincia:Barcelona,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Actualización de contenidos, monitorización remota, limpieza, reparación de averías y disposición de ordenador de repuesto en caso de avería, de los 2 totems tecnológicos de información turística 24 horas en el aeropuerto de San Sebastián y en la Oficina	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Turismo, Comercio y Consumo	Dirección de Servicios de Turismo, Comercio y Consumo	Turismo, Comercio y Consumo	Mesa de Contratación - Turismo, Comercio y Consumo	Actualización de contenidos, monitorización remota, limpieza, reparación de averías y disposición de ordenador de repuesto en caso de avería, de los 2 totems tecnológicos de información turística 24 horas en el aeropuerto de San Sebastián y en la Oficina	2017/CM/TURISMO/1581_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:71356200-0,Descripción:Servicios de asistencia técnica,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	6.540	7.913	21%(Tipo de IVA general)	6.540	7.913			12	No		No	1	Razón Social:PROYECTOS Y SERVICIOS DE INGENIERIA Y ARQUITECTURA ARQUINSER, S.L.,Nacionalidad:España,Provincia:Navarra,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Compra de un equipo multifunción para la Oficina de Control Económico	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Hacienda y Economía	Dirección de Servicios	Hacienda y Economía		Compra de un equipo multifunción para la Oficina de Control Económico	2017/003/004578_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:30120000-6,Descripción:Fotocopiadoras, máquinas offset e impresoras,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	3.800,46	4.599		3.800,46	4.599			1	No		No	3	Razón Social:RICOH ESPAÑA, S.L.U.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	19/01/2017	19/01/2017																	No																		No
Ejecución	Mantenimiento Ingres 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Mantenimiento Ingres 2017	72/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:72267000-4,Descripción:Servicios de mantenimiento y reparación de software,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	14.295	17.297	21%(Tipo de IVA general)	14.295	17.297			12	No		No	1	Razón Social:ACTIAN FRANCE SAS,Nacionalidad:Francia,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	EGA 2017 impresión de exámenes	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Innovación Educativa	Educación	Mesa de Contratación - Educación	Trabajos de impresión exámenes EGA año 2017	EGA 2017 azterketen inprimaketak579_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:79810000-5,Descripción:Servicios de impresión,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	10.000	12.100	21%(Tipo de IVA general)	10.000	12.100			11	No		No	1	Razón Social:MCCGRAPHICS, S.COOP.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Mantenimiento y renovación consumibles de equipos multifunción SAMSUNG y SHARP propiedad del Departamento de Hacienda y Economia	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Hacienda y Economía	Dirección de Servicios	Hacienda y Economía		Mantenimiento y renovación consumibles de equipos multifunción SAMSUNG y SHARP propiedad del Departamento de Hacienda y Economia	2017/003/005578_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:50312000-5,Descripción:Mantenimiento y reparación de equipo informático,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	3.305,78	4.000		3.305,78	4.000			12	No		No	1	Razón Social:DIGISYSTEMS, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Revisión de encerados en centros públicos de Araba, Bizkaia y Gipuzkoa dependientes del Departamento de Educación	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Gestión Económica	Educación	Mesa de Contratación - Educación	Revisión de encerados en centros públicos de Araba, Bizkaia y Gipuzkoa dependientes del Departamento de Educación	SE/32/16579_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:90650000-8,Descripción:Servicios de retirada de amianto,Principal:Si	No	No	No	No	Si					26/01/2017		Ordinaria	Negociado	Precio más ventajoso	59.532	72.034	21%(Tipo de IVA general)	42.845	51.842	59.532		2	No		No	1	Razón Social:INVESTIGACIÓN Y GESTIÓN DE RESIDUOS, S.A.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	09/01/2017	23/01/2017																	No																		No
Ejecución	Adquisición de reactivos para la detección de metabolopatías para la determinación genética de la fibrosis quística.	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Salud	Dirección de Régimen Jurídico, Económico y Servicios Generales	Salud	Mesa de Contratación - Salud	Adquisición de reactivos para la detección de metabolopatías para la determinación genética de la fibrosis quística.	38/2017-S580_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:33696500-0,Descripción:Reactivos de laboratorio,Principal:Si	No	No	No	No	Si					17/01/2017		Ordinaria	Negociado	Precio más ventajoso	32.938,80	39.856		32.938,80	39.856	65.877,60		11	No		No	1	Razón Social:DIAGNOSTICA LONGWOOD,S.L.,Nacionalidad:España,Provincia:Zaragoza,UTE:No	16/01/2017	17/01/2017																	No																		No
Ejecución	Inspecciones técnicas de los vehículos (ITV) pertenecientes al Parque Móvil durante el año 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Viceconsejería de Administración y Servicios Generales	Gobernanza Pública y Autogobierno	Mesa de Contratación - Recursos Generales	Proceder al pago de las facturas correspondientes a las inspecciones técnicas de los vehículos (ITV) pertenecientes al parque móvil durante  el año 2017	KM/2017/021/AURREK574_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:71631200-2,Descripción:Servicios de inspección técnica de automóviles,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	8.264,46	10.000	21%(Tipo de IVA general)	8.264,46	10.000			11	No		No	1	Razón Social:ITA ASUA, SL,Nacionalidad:España,Provincia:Bizkaia,UTE:No	20/01/2017	20/01/2017																	No																		No
Ejecución	Ies Uribe Kosta Bhi (Plentzia) - Prestación de servicios de coordinación en materia de seguridad y salud con relación a las obras arreglo de tejado	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Prestación de servicios de coordinación en materia de seguridad y salud con relación a las obras de arreglo de tejado en el Ies Uribe Kosta Bhi de Plentzia (Bizkaia)	G-203/17579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:71200000-0,Descripción:Servicios de arquitectura y servicios conexos,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	210	254	21%(Tipo de IVA general)	210	254			1	No		No	1	Razón Social:PG PREVENCIÓN S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Traslado de canastas minibasket y trazado de lineas por obran el CEIP Luis Briñas	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Traslado de canastas minibasket y trazado de lineas por obran el CEIP Luis Briñas	17EQU170123146579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:98392000-7,Descripción:Servicios de traslado,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	911	1.102		911	1.102			1	No		No	1	Razón Social:INDE EDUCA, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	27/01/2017	27/01/2017																	No																		No
Ejecución	Renovación licencia Papi (2 años)	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Renovación licencia Papi (2 años)	129/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:33156000-8,Descripción:Material para pruebas objetivas psicológicas,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	9.000	10.890	21%(Tipo de IVA general)	9.000	10.890			24	No		No	1	Razón Social:FACTHUM TALENT MANAGEMENT, S.L.,Nacionalidad:España,Provincia:Madrid,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Suministro entrega e instalacion de 5 mesas de comedor con banco abatible de 250x60x520 para el CEIP Gurutzeta de Barakaldo	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Suministro entrega e instalacion de 5 mesas de comedor con banco abatible de 250x60x520 para el CEIP Gurutzeta de Barakaldo	17EQU170123147579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:39143210-1,Descripción:Mesas de comedor,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	2.075	2.511		2.075	2.511			1	No		No	3	Razón Social:DIDÁCTICA, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	27/01/2017	27/01/2017																	No																		No
Ejecución	Patrocinio de programa de radio ?Basque Country por el mundo? de Onda Vasca	Privados	2017	No	CAPV	CCAA		Gobierno Vasco	Presidencia del Gobierno - Lehendakaritza	Secretaría General de la Presidencia	Presidencia del Gobierno - Lehendakaritza	Mesa de Contratación - Presidencia	Patrocinio de programa de radio ?Basque Country por el mundo? de Onda Vasca	CM/DP/026/2017573_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:79340000-9,Descripción:Servicios de publicidad y de marketing,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.875	21.629	21%(Tipo de IVA general)	17.875	21.629			12	No		No	1	Razón Social:EUSKO MEDIA, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	04/01/2017	04/01/2017																	No																		No
Ejecución	Preparación de las Resoluciones positivas generadas en ejecución de las ayudas  a las familias con hijos para la conciliación de la vida familiar y laboral.	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Empleo y Políticas Sociales	Dirección de Servicios	Empleo y Políticas Sociales	Mesa de Contratación - Empleo y Políticas Sociales	Preparación de las Resoluciones positivas generadas en ejecución de las ayudas  a las familias con hijos para la conciliación de la vida familiar y laboral	M-006-DEPS2017576_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:64112000-4,Descripción:Servicios postales relacionados con cartas,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	4.684,96	5.669		4.684,96	5.669			11	No		No	1	Razón Social:FUNDACIÓN LANTEGI BATUAK,Nacionalidad:España,Provincia:Bizkaia,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	Servicio de prevención de riesgos laborales: vigilancia de la salud	Servicios	2017	No	Bizkaia	Entidad Local	Ayuntamiento	Ayuntamiento de Portugalete	Ayuntamiento de Portugalete	Alcalde	Ayuntamiento de Portugalete	Mesa de Contratación - Ayuntamiento de Portugalete	Servicio de prevención de riesgos laborales: vigilancia de la salud	000033/2016-CONT547_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:85147000-1,Descripción:Servicios de sanidad de las empresas,Principal:Si	No	No	No	No	Si			03/11/2016		26/01/2017		Ordinaria	Abierto	Oferta más ventajosa	48.000	48.000	Exento	20.350	20.350	93.000		24	No		No	3	Razón Social:IGUALATORIO MÉDICO QUIRÚRGICO PREVENCIÓN, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	04/01/2017	13/01/2017																	No																		No
Ejecución	Reparación chapa y pintura de vehículos del Parque Móvil	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Viceconsejería de Administración y Servicios Generales	Gobernanza Pública y Autogobierno	Mesa de Contratación - Recursos Generales	Contratación de taller externo para las reparaciones de chapa y pintura de vehículos por no contar el taller del Parque Móvil con medios humanos, ni maquinaria especializada	KM/2017/023/AURREK574_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:50112110-7,Descripción:Servicios de reparación de carrocerías de vehículos,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.999,99	21.780	21%(Tipo de IVA general)	17.999,99	21.780			11	No		No	1	Razón Social:CARROCERÍAS HERMANOS BLANCO,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	24/01/2017	24/01/2017																	No																		No
